time,v1,v2,v3,v4,i12,i34
0.054,-3.0901699437495,-2.50259103395841,-1.76128696621876,-0.788670279977824,-0.587578909791087,-0.394335139988912
0.0541,-2.7899110603923,-2.19891251987583,-1.57236429746331,-0.792175890164903,-0.590998540516467,-0.396087945082451
0.0542,-2.48689887164854,-1.89305603942764,-1.38188758006667,-0.79491022169624,-0.593842832220901,-0.39745511084812
0.0543,-2.1814324139654,-1.58532346392676,-1.19004479619278,-0.796870524955456,-0.596108950038639,-0.398435262477728
0.0544,-1.87381314585721,-1.27601851604945,-0.997025276136584,-0.798054814421361,-0.597794629807756,-0.39902740721068
0.0545,-1.56434465040232,-0.96544647009821,-0.803019511467664,-0.798461870626474,-0.598898180304114,-0.399230935313237
0.0546,-1.25333233564304,-0.65391385073314,-0.60821896704846,-0.798091241359534,-0.599418484909902,-0.399045620679767
0.0547,-0.941083133185127,-0.341728130470016,-0.412815892071104,-0.796943242110832,-0.599355002715111,-0.398471621055416
0.0548,-0.627905195293102,-0.0291974262422422,-0.217003130341745,-0.795018955759917,-0.59870776905086,-0.397509477879958
0.0549,-0.314107590781235,0.283369804672805,-0.0209739299556415,-0.79232023150598,-0.59747739545404,-0.39616011575299
0.055,-7.32747196252603e-15,0.595665069063313,0.175078247403737,-0.788849683041987,-0.59566506906332,-0.394424841520994
0.0551,0.314107590781292,0.90738014222839,0.370959917399479,-0.784610685974348,-0.593272551447099,-0.392305342987174
0.0552,0.627905195293158,1.21820737215773,0.566477763975591,-0.779607374490668,-0.590302176864571,-0.389803687245334
0.0553,0.941083133185184,1.5278399831468,0.761438830147338,-0.773844637278883,-0.586756849961617,-0.386922318639442
0.0554,1.25333233564303,1.83597237854682,0.955650708415977,-0.767328112701795,-0.582640042903792,-0.383664056350898
0.0555,1.56434465040231,2.14230044235155,1.14892173066209,-0.760064183231772,-0.577955791949241,-0.380032091615886
0.0556,1.87381314585726,2.4465218393222,1.34106115728829,-0.752059969151105,-0.572708693464932,-0.376029984575553
0.0557,2.18143241396546,2.74833631335558,1.5318793654665,-0.743323321524245,-0.566903899390125,-0.371661660762122
0.0558,2.48689887164853,3.04744598380009,1.72118803626249,-0.733862814448841,-0.560547112151558,-0.36693140722442
0.0559,2.78991106039229,3.34355563942767,1.90880034049436,-0.723687736593243,-0.553644579035381,-0.361843868296622
0.056,3.09016994374948,3.63637302977085,2.0945311230992,-0.712808082028812,-0.546203086021369,-0.356404041014406
0.0561,3.38737920245294,3.92560915353846,2.27819708587042,-0.701234540366083,-0.538229951085519,-0.350617270183041
0.0562,3.68124552684675,4.21097854382439,2.45961696833871,-0.688978486204523,-0.529733016977635,-0.344489243102262
0.0563,3.97147890634779,4.49219954982881,2.63861172666684,-0.67605196790629,-0.520720643481016,-0.338025983953145
0.0564,4.25779291565073,4.76899461481264,2.81500471033118,-0.662467695705072,-0.511201699161907,-0.331233847852536
0.0565,4.53990499739549,5.04109055001233,2.9886218364677,-0.64823902916174,-0.501185552616842,-0.32411951458087
0.0566,4.81753674101718,5.3082188042437,3.15929176165709,-0.633379963979209,-0.490682063226514,-0.316689981989604
0.0567,5.0904141575037,5.570115728929,3.32684605103368,-0.61790511818949,-0.479701571425309,-0.308952559094745
0.0568,5.35826794978996,5.82652283828606,3.49111934449673,-0.601829717726597,-0.468254888496098,-0.300914858863298
0.0569,5.62083377852132,6.07718706442167,3.65194951991407,-0.585169581399523,-0.456353285900355,-0.292584790699762
0.057,5.87785252292475,6.3218610070789,3.80917785310386,-0.567941105280128,-0.444008484154149,-0.283970552640064
0.0571,6.1290705365298,6.56030317779076,3.96264917448931,-0.550161246521339,-0.431232641260957,-0.275080623260669
0.0572,6.37423989748689,6.79227823819964,4.11221202221895,-0.531847506621636,-0.418038340712752,-0.265923753310818
0.0573,6.61311865323652,7.01755723230769,4.25771879165466,-0.513017914152341,-0.404438579071168,-0.25650895707617
0.0574,6.8454710592869,7.23591781242793,4.39902588102582,-0.493691006964745,-0.39044675314103,-0.246845503482373
0.0575,7.0710678118655,7.44714445861439,4.53599383316078,-0.473885813894654,-0.376076646748891,-0.236942906947327
0.0576,7.28968627421415,7.65102869135377,4.66848747310005,-0.453621835982378,-0.361342417139622,-0.226810917991189
0.0577,7.50111069630459,7.84736927730909,4.79637604151197,-0.432919027226736,-0.346258581004495,-0.216459513613368
0.0578,7.7051324277579,8.03597242791243,4.91953332372177,-0.411797774892031,-0.330840000154526,-0.205898887446015
0.0579,7.90155012375692,8.21665199061016,5.03783777428497,-0.390278879387458,-0.315101866853236,-0.195139439693729
0.058,8.09016994374946,8.38922963257276,5.15117263692279,-0.368383533738791,-0.299059688823298,-0.184191766869395
0.0581,8.27080574274561,8.55353501668747,5.25942605976201,-0.346133302672598,-0.28272927394186,-0.173066651336299
0.0582,8.44327925502015,8.70940596965981,5.36249120570349,-0.323550101333654,-0.266126714639655,-0.161775050666827
0.0583,8.60742027003945,8.85668864205875,5.46026635787306,-0.300656173656521,-0.2492683720193,-0.15032808682826
0.0584,8.76306680043862,8.99523766014706,5.55265501998828,-0.277474070412659,-0.232170859708439,-0.13873703520633
0.0585,8.91006524188367,9.12491626934735,5.63956601160387,-0.254026626954741,-0.214851027463683,-0.12701331347737
0.0586,9.04827052466019,9.24559646920172,5.72091355808058,-0.230336940680102,-0.197325944541522,-0.115168470340051
0.0587,9.17754625683982,9.35715913969243,5.79661737524934,-0.206428348235611,-0.179612882852611,-0.103214174117805
0.0588,9.29776485888253,9.4594941587986,5.86660274862705,-0.182324402486414,-0.161729299916075,-0.091162201243207
0.0589,9.40880768954225,9.55250051117287,5.93080060716569,-0.158048849271313,-0.143692821630628,-0.0790244246356566
0.059,9.51056516295153,9.63608638783107,5.98914759140203,-0.133625603967699,-0.125521224879537,-0.0668128019838498
0.0591,9.60293685676943,9.71016927675601,6.04158611600067,-0.10907872788918,-0.107232419986576,-0.0545393639445902
0.0592,9.68583161128632,9.77467604432661,6.08806442656888,-0.0844324045391849,-0.0888444330402936,-0.0422162022695923
