time, v_inv, v_c, i1, i2
0.042366,309.06,209.69,-3.2532,-1.089
0.042367,334.23,209.48,-3.0656,-1.0948
0.042368,357.45,209.3,-2.8374,-1.1024
0.042369,378.38,209.14,-2.5721,-1.1115
0.04237,396.69,209.01,-2.2739,-1.1221
0.042371,412.08,208.91,-1.9474,-1.1339
0.042372,424.32,208.84,-1.5978,-1.1466
0.042373,433.22,208.82,-1.2305,-1.1601
0.042374,438.63,208.83,-0.8513,-1.1742
0.042375,440.48,208.88,-0.46619,-1.1884
0.042376,438.73,208.97,-0.081186,-1.2027
0.042377,433.42,209.11,0.29768,-1.2167
0.042378,424.62,209.28,0.66446,-1.2301
0.042379,412.49,209.48,1.0134,-1.2428
0.04238,397.22,209.73,1.3391,-1.2545
0.042381,379.04,210,1.6363,-1.2649
0.042382,358.25,210.31,1.9005,-1.2739
0.042383,335.18,210.64,2.1275,-1.2813
0.042384,310.18,210.99,2.3139,-1.2869
0.042385,283.66,211.35,2.4566,-1.2907
0.042386,256.04,211.73,2.5535,-1.2925
0.042387,227.76,212.12,2.603,-1.2922
0.042388,199.25,212.51,2.6046,-1.2899
0.042389,170.97,212.9,2.5581,-1.2855
0.04239,143.38,213.28,2.4644,-1.279
0.042391,116.9,213.65,2.3249,-1.2706
0.042392,91.949,214,2.142,-1.2603
0.042393,68.929,214.33,1.9185,-1.2483
0.042394,48.2,214.63,1.658,-1.2347
0.042395,30.089,214.9,1.3646,-1.2196
0.042396,14.884,215.14,1.0431,-1.2034
0.042397,2.8232,215.35,0.6985,-1.1861
0.042398,-5.9014,215.52,0.33631,-1.1682
0.042399,-11.152,215.65,-0.037735,-1.1497
0.0424,-12.846,215.74,-0.41769,-1.1309
0.042401,-10.957,215.79,-0.79755,-1.1122
0.042402,-5.5123,215.81,-1.1713,-1.0938
0.042403,3.4008,215.78,-1.5329,-1.0758
0.042404,15.642,215.72,-1.8768,-1.0587
0.042405,31.02,215.62,-2.1975,-1.0425
0.042406,49.291,215.49,-2.4898,-1.0276
0.042407,70.169,215.32,-2.7491,-1.0141
0.042408,93.323,215.14,-2.9714,-1.0022
0.042409,118.39,214.93,-3.1531,-0.9921
0.04241,144.98,214.71,-3.2913,-0.98385
0.042411,172.66,214.47,-3.3839,-0.97757
0.042412,201.01,214.23,-3.4292,-0.97332
0.042413,229.58,213.98,-3.4267,-0.97114
0.042414,257.91,213.74,-3.3762,-0.97102
0.042415,285.57,213.5,-3.2787,-0.97293
0.042416,312.12,213.28,-3.1355,-0.97681
0.042417,337.13,213.07,-2.949,-0.98256
0.042418,360.23,212.89,-2.7221,-0.99004
0.042419,381.04,212.73,-2.4583,-0.99911
0.04242,399.23,212.6,-2.1617,-1.0096
0.042421,414.54,212.5,-1.8371,-1.0213
0.042422,426.7,212.44,-1.4894,-1.0339
0.042423,435.54,212.41,-1.1242,-1.0474
0.042424,440.91,212.42,-0.74722,-1.0613
0.042425,442.74,212.47,-0.36432,-1.0754
0.042426,441,212.56,0.018472,-1.0896
0.042427,435.71,212.69,0.39515,-1.1035
0.042428,426.97,212.86,0.7598,-1.1168
0.042429,414.9,213.07,1.1067,-1.1294
0.04243,399.71,213.31,1.4305,-1.141
0.042431,381.64,213.58,1.726,-1.1514
0.042432,360.97,213.88,1.9886,-1.1603
0.042433,338.03,214.21,2.2143,-1.1676
0.042434,313.18,214.56,2.3995,-1.1732
0.042435,286.82,214.92,2.5414,-1.1769
0.042436,259.36,215.3,2.6377,-1.1787
0.042437,231.24,215.68,2.687,-1.1784
0.042438,202.91,216.07,2.6886,-1.1761
0.042439,174.81,216.46,2.6424,-1.1717
0.04244,147.38,216.83,2.5492,-1.1653
0.042441,121.06,217.2,2.4107,-1.1569
0.042442,96.268,217.54,2.2289,-1.1466
0.042443,73.391,217.87,2.0067,-1.1347
0.042444,52.793,218.17,1.7479,-1.1211
0.042445,34.798,218.44,1.4564,-1.1062
0.042446,19.69,218.68,1.1369,-1.09
0.042447,7.7092,218.89,0.79443,-1.0729
0.042448,-0.95671,219.06,0.43453,-1.055
0.042449,-6.1704,219.18,0.062855,-1.0366
0.04245,-7.8496,219.28,-0.31469,-1.0179
0.042451,-5.9675,219.33,-0.69212,-0.99932
0.042452,-0.55371,219.34,-1.0635,-0.98096
0.042453,8.3065,219.31,-1.4228,-0.96313
0.042454,20.474,219.25,-1.7645,-0.94606
0.042455,35.756,219.15,-2.083,-0.93
0.042456,53.913,219.02,-2.3735,-0.91515
0.042457,74.658,218.86,-2.6311,-0.90173
0.042458,97.664,218.67,-2.852,-0.88989
0.042459,122.57,218.47,-3.0325,-0.8798
0.04246,148.98,218.24,-3.1698,-0.87157
0.042461,176.49,218.01,-3.2617,-0.8653
0.042462,204.65,217.76,-3.3067,-0.86106
0.042463,233.03,217.52,-3.3042,-0.85887
0.042464,261.18,217.28,-3.254,-0.85872
0.042465,288.65,217.04,-3.1571,-0.8606
0.042466,315.02,216.82,-3.0149,-0.86442
0.042467,339.86,216.61,-2.8297,-0.8701
0.042468,362.8,216.43,-2.6042,-0.87751
0.042469,383.46,216.27,-2.3422,-0.88649
0.04247,401.53,216.14,-2.0476,-0.89688
0.042471,416.73,216.04,-1.7251,-0.90845
0.042472,428.81,215.98,-1.3798,-0.92101
0.042473,437.58,215.95,-1.0171,-0.93432
0.042474,442.91,215.96,-0.64263,-0.94812
0.042475,444.72,216.01,-0.26234,-0.96217
0.042476,442.99,216.1,0.11784,-0.9762
0.042477,437.73,216.23,0.49193,-0.98997
0.042478,429.04,216.4,0.85408,-1.0032
0.042479,417.06,216.6,1.1986,-1.0157
0.04248,401.97,216.84,1.5201,-1.0272
0.042481,384.01,217.11,1.8136,-1.0375
0.042482,363.48,217.41,2.0744,-1.0463
0.042483,340.7,217.73,2.2986,-1.0536
0.042484,316.02,218.08,2.4825,-1.0591
0.042485,289.85,218.44,2.6234,-1.0628
0.042486,262.58,218.81,2.719,-1.0645
0.042487,234.66,219.19,2.768,-1.0642
0.042488,206.53,219.58,2.7696,-1.0619
0.042489,178.63,219.96,2.7237,-1.0575
0.04249,151.4,220.33,2.6313,-1.0511
0.042491,125.27,220.69,2.4937,-1.0428
0.042492,100.66,221.04,2.3132,-1.0326
0.042493,77.947,221.36,2.0927,-1.0207
0.042494,57.501,221.66,1.8357,-1.0072
0.042495,39.64,221.93,1.5464,-0.99236
0.042496,24.646,222.17,1.2292,-0.9763
0.042497,12.756,222.37,0.88929,-0.95926
0.042498,4.1572,222.53,0.53204,-0.94148
0.042499,-1.0141,222.66,0.16312,-0.92321
0.0425,-2.6767,222.75,-0.21163,-0.90469
0.042501,-0.80436,222.8,-0.58625,-0.88618
0.042502,4.5734,222.81,-0.95481,-0.86793
0.042503,13.372,222.78,-1.3115,-0.85021
0.042504,25.452,222.72,-1.6506,-0.83325
0.042505,40.623,222.62,-1.9667,-0.81728
0.042506,58.647,222.49,-2.255,-0.80252
0.042507,79.239,222.33,-2.5107,-0.78916
0.042508,102.07,222.15,-2.7299,-0.77739
0.042509,126.79,221.94,-2.909,-0.76735
0.04251,153.01,221.72,-3.0452,-0.75916
0.042511,180.3,221.49,-3.1364,-0.75291
0.042512,208.25,221.25,-3.1811,-0.74867
0.042513,236.41,221,-3.1785,-0.74646
0.042514,264.34,220.76,-3.1288,-0.74629
0.042515,291.6,220.53,-3.0326,-0.74813
0.042516,317.76,220.31,-2.8915,-0.7519
0.042517,342.42,220.1,-2.7076,-0.7575
0.042518,365.17,219.92,-2.4839,-0.76483
0.042519,385.67,219.76,-2.2239,-0.77372
0.04252,403.6,219.63,-1.9316,-0.78399
0.042521,418.67,219.53,-1.6116,-0.79545
0.042522,430.65,219.47,-1.269,-0.80789
0.042523,439.35,219.44,-0.90911,-0.82106
0.042524,444.63,219.45,-0.5376,-0.83473
0.042525,446.42,219.5,-0.16029,-0.84865
0.042526,444.7,219.59,0.2169,-0.86255
0.042527,439.48,219.71,0.58804,-0.87619
0.042528,430.85,219.88,0.94732,-0.88931
0.042529,418.96,220.08,1.2891,-0.90167
0.04253,403.98,220.32,1.6081,-0.91304
0.042531,386.17,220.58,1.8992,-0.92321
0.042532,365.8,220.88,2.158,-0.93198
0.042533,343.2,221.2,2.3803,-0.93917
0.042534,318.72,221.54,2.5628,-0.94465
0.042535,292.75,221.9,2.7025,-0.94827
0.042536,265.71,222.27,2.7974,-0.94997
0.042537,238.01,222.65,2.846,-0.94966
0.042538,210.11,223.03,2.8476,-0.94732
0.042539,182.44,223.41,2.8021,-0.94296
0.04254,155.43,223.78,2.7105,-0.93661
0.042541,129.52,224.13,2.574,-0.92832
0.042542,105.11,224.47,2.3951,-0.91821
0.042543,82.59,224.79,2.1764,-0.90638
0.042544,62.316,225.09,1.9216,-0.893
0.042545,44.607,225.36,1.6346,-0.87824
0.042546,29.741,225.59,1.3201,-0.8623
0.042547,17.954,225.79,0.9831,-0.84538
0.042548,9.4316,225.96,0.62886,-0.82773
0.042549,4.3078,226.08,0.26305,-0.80959
0.04255,2.6633,226.17,-0.10853,-0.7912
0.042551,4.5239,226.22,-0.47997,-0.77282
0.042552,9.8602,226.23,-0.8454,-0.75471
0.042553,18.588,226.2,-1.199,-0.73711
0.042554,30.569,226.14,-1.5352,-0.72026
0.042555,45.614,226.04,-1.8487,-0.7044
0.042556,63.487,225.91,-2.1344,-0.68974
0.042557,83.906,225.75,-2.388,-0.67648
0.042558,106.55,225.57,-2.6052,-0.66478
0.042559,131.06,225.37,-2.7828,-0.65479
0.04256,157.05,225.15,-2.9178,-0.64664
0.042561,184.11,224.91,-3.0082,-0.64042
0.042562,211.81,224.67,-3.0525,-0.63619
0.042563,239.73,224.43,-3.0499,-0.63397
0.042564,267.41,224.19,-3.0006,-0.63377
0.042565,294.43,223.96,-2.9052,-0.63556
0.042566,320.36,223.74,-2.7653,-0.63927
0.042567,344.8,223.54,-2.5831,-0.6448
0.042568,367.35,223.35,-2.3613,-0.65203
0.042569,387.67,223.19,-2.1036,-0.66081
0.04257,405.43,223.07,-1.8138,-0.67097
0.042571,420.36,222.97,-1.4967,-0.6823
0.042572,432.23,222.9,-1.1571,-0.6946
0.042573,440.85,222.88,-0.80036,-0.70763
0.042574,446.08,222.89,-0.43214,-0.72116
0.042575,447.85,222.93,-0.058183,-0.73492
0.042576,446.13,223.02,0.31564,-0.74868
0.042577,440.95,223.15,0.68348,-0.76217
0.042578,432.4,223.31,1.0395,-0.77515
0.042579,420.61,223.51,1.3783,-0.78738
0.04258,405.77,223.74,1.6944,-0.79863
0.042581,388.11,224.01,1.9829,-0.80868
0.042582,367.92,224.3,2.2393,-0.81735
0.042583,345.52,224.62,2.4597,-0.82446
0.042584,321.26,224.95,2.6405,-0.82986
0.042585,295.53,225.31,2.779,-0.83344
0.042586,268.73,225.68,2.873,-0.8351
0.042587,241.29,226.05,2.9212,-0.83477
0.042588,213.65,226.42,2.9228,-0.83244
0.042589,186.23,226.8,2.8778,-0.8281
0.04259,159.47,227.16,2.787,-0.82178
0.042591,133.8,227.52,2.6518,-0.81356
0.042592,109.62,227.86,2.4745,-0.80352
0.042593,87.315,228.17,2.2579,-0.79178
0.042594,67.233,228.46,2.0055,-0.77851
0.042595,49.692,228.73,1.7213,-0.76386
0.042596,34.969,228.96,1.4097,-0.74804
0.042597,23.296,229.16,1.0759,-0.73127
0.042598,14.857,229.32,0.72497,-0.71376
0.042599,9.7859,229.45,0.36263,-0.69576
0.0426,8.1611,229.53,-0.0054157,-0.67752
0.042601,10.008,229.58,-0.37332,-0.65929
0.042602,15.298,229.59,-0.73527,-0.64132
0.042603,23.946,229.56,-1.0855,-0.62387
0.042604,35.817,229.5,-1.4185,-0.60716
0.042605,50.722,229.4,-1.7289,-0.59142
0.042606,68.427,229.27,-2.0119,-0.57687
0.042607,88.652,229.12,-2.263,-0.5637
0.042608,111.08,228.93,-2.4782,-0.55209
0.042609,135.35,228.73,-2.654,-0.54217
0.04261,161.09,228.51,-2.7877,-0.53406
0.042611,187.89,228.28,-2.8772,-0.52787
0.042612,215.33,228.04,-2.921,-0.52365
0.042613,242.97,227.8,-2.9185,-0.52143
0.042614,270.39,227.57,-2.8696,-0.5212
0.042615,297.14,227.34,-2.7752,-0.52294
0.042616,322.82,227.12,-2.6366,-0.52658
0.042617,347.01,226.92,-2.4561,-0.53202
0.042618,369.34,226.73,-2.2365,-0.53915
0.042619,389.45,226.58,-1.9813,-0.54782
0.04262,407.04,226.45,-1.6944,-0.55785
0.042621,421.82,226.35,-1.3803,-0.56904
0.042622,433.56,226.29,-1.0441,-0.58119
0.042623,442.09,226.26,-0.69088,-0.59406
0.042624,447.27,226.27,-0.3263,-0.60743
0.042625,449.01,226.32,0.043955,-0.62103
0.042626,447.31,226.4,0.41407,-0.63462
0.042627,442.18,226.52,0.77825,-0.64796
0.042628,433.7,226.69,1.1308,-0.66078
0.042629,422.03,226.88,1.4661,-0.67286
0.04263,407.33,227.11,1.7791,-0.68398
0.042631,389.85,227.37,2.0647,-0.69391
0.042632,369.86,227.66,2.3186,-0.70247
0.042633,347.68,227.98,2.5367,-0.70948
0.042634,323.67,228.31,2.7157,-0.71481
0.042635,298.19,228.66,2.8528,-0.71833
0.042636,271.67,229.02,2.9459,-0.71995
0.042637,244.51,229.39,2.9936,-0.71961
0.042638,217.14,229.77,2.9952,-0.71728
0.042639,190,230.13,2.9507,-0.71296
0.04264,163.52,230.5,2.8608,-0.70669
0.042641,138.12,230.85,2.7271,-0.69853
0.042642,114.19,231.18,2.5517,-0.68857
0.042643,92.115,231.49,2.3373,-0.67693
0.042644,72.243,231.78,2.0875,-0.66377
0.042645,54.886,232.04,1.8062,-0.64925
0.042646,40.32,232.27,1.498,-0.63358
0.042647,28.772,232.47,1.1676,-0.61695
0.042648,20.425,232.63,0.82039,-0.5996
0.042649,15.411,232.75,0.46186,-0.58176
0.04265,13.807,232.84,0.097684,-0.56369
0.042651,15.639,232.88,-0.26635,-0.54562
0.042652,20.877,232.89,-0.62446,-0.52781
0.042653,29.438,232.86,-0.97099,-0.51051
0.042654,41.187,232.8,-1.3004,-0.49395
0.042655,55.938,232.7,-1.6076,-0.47835
0.042656,73.458,232.58,-1.8876,-0.46392
0.042657,93.471,232.42,-2.136,-0.45086
0.042658,115.66,232.24,-2.3488,-0.43934
0.042659,139.68,232.04,-2.5227,-0.42949
0.04266,165.15,231.82,-2.655,-0.42144
0.042661,191.66,231.59,-2.7435,-0.41529
0.042662,218.8,231.36,-2.7869,-0.41107
0.042663,246.15,231.12,-2.7843,-0.40884
0.042664,273.27,230.89,-2.736,-0.40859
0.042665,299.74,230.66,-2.6425,-0.41027
0.042666,325.13,230.44,-2.5054,-0.41384
0.042667,349.06,230.24,-2.3269,-0.4192
0.042668,371.14,230.06,-2.1096,-0.42622
0.042669,391.03,229.91,-1.8571,-0.43476
0.04267,408.42,229.78,-1.5733,-0.44464
0.042671,423.04,229.68,-1.2627,-0.45569
0.042672,434.65,229.62,-0.93008,-0.46767
0.042673,443.08,229.59,-0.58073,-0.48038
0.042674,448.2,229.6,-0.22012,-0.49356
0.042675,449.92,229.64,0.1461,-0.50699
0.042676,448.23,229.73,0.51217,-0.52041
0.042677,443.15,229.85,0.87236,-0.53357
0.042678,434.76,230.01,1.221,-0.54622
0.042679,423.21,230.2,1.5527,-0.55815
0.04268,408.67,230.43,1.8622,-0.56911
0.042681,391.38,230.69,2.1447,-0.57891
0.042682,371.61,230.97,2.3957,-0.58735
0.042683,349.68,231.28,2.6115,-0.59426
0.042684,325.93,231.61,2.7885,-0.5995
0.042685,300.74,231.96,2.9241,-0.60296
0.042686,274.51,232.32,3.0162,-0.60454
0.042687,247.65,232.68,3.0634,-0.60418
0.042688,220.59,233.05,3.065,-0.60185
0.042689,193.76,233.41,3.021,-0.59756
0.04269,167.58,233.77,2.9321,-0.59134
0.042691,142.46,234.12,2.8,-0.58324
0.042692,118.81,234.45,2.6265,-0.57337
0.042693,96.983,234.76,2.4146,-0.56184
0.042694,77.339,235.04,2.1677,-0.54881
0.042695,60.183,235.3,1.8896,-0.53443
0.042696,45.785,235.52,1.5849,-0.51891
0.042697,34.373,235.72,1.2583,-0.50244
0.042698,26.125,235.88,0.91512,-0.48526
0.042699,21.172,236,0.56071,-0.4676
0.0427,19.591,236.08,0.20074,-0.44971
0.042701,21.405,236.13,-0.15908,-0.43182
0.042702,26.587,236.14,-0.51305,-0.41419
0.042703,35.053,236.11,-0.85556,-0.39705
0.042704,46.67,236.04,-1.1812,-0.38065
0.042705,61.254,235.95,-1.4848,-0.3652
0.042706,78.574,235.82,-1.7615,-0.35091
0.042707,98.357,235.67,-2.0069,-0.33797
0.042708,120.29,235.49,-2.2173,-0.32654
0.042709,144.03,235.29,-2.3892,-0.31678
0.04271,169.2,235.08,-2.5199,-0.30879
0.042711,195.41,234.85,-2.6074,-0.30267
0.042712,222.23,234.62,-2.6502,-0.29847
0.042713,249.26,234.38,-2.6476,-0.29623
0.042714,276.06,234.15,-2.5998,-0.29595
0.042715,302.21,233.92,-2.5074,-0.29758
0.042716,327.3,233.71,-2.372,-0.30107
0.042717,350.95,233.51,-2.1955,-0.30633
0.042718,372.76,233.33,-1.9808,-0.31323
0.042719,392.42,233.18,-1.7313,-0.32164
0.04272,409.6,233.05,-1.4508,-0.33137
0.042721,424.03,232.95,-1.1438,-0.34225
0.042722,435.5,232.89,-0.81517,-0.35406
0.042723,443.83,232.86,-0.46996,-0.36659
0.042724,448.88,232.87,-0.11363,-0.37959
0.042725,450.58,232.92,0.24822,-0.39282
0.042726,448.9,233,0.60993,-0.40605
0.042727,443.88,233.12,0.96581,-0.41902
0.042728,435.59,233.28,1.3103,-0.4315
0.042729,424.17,233.47,1.638,-0.44325
0.04273,409.81,233.69,1.9438,-0.45405
0.042731,392.72,233.95,2.2229,-0.46371
0.042732,373.19,234.23,2.4709,-0.47202
0.042733,351.52,234.53,2.6841,-0.47882
0.042734,328.05,234.86,2.859,-0.48397
0.042735,303.17,235.2,2.993,-0.48736
0.042736,277.25,235.55,3.084,-0.4889
0.042737,250.72,235.91,3.1306,-0.48852
0.042738,224,236.28,3.1322,-0.48619
0.042739,197.49,236.64,3.0887,-0.48193
0.04274,171.63,236.99,3.001,-0.47576
0.042741,146.83,237.33,2.8705,-0.46774
0.042742,123.46,237.65,2.6992,-0.45796
0.042743,101.91,237.96,2.49,-0.44655
0.042744,82.513,238.24,2.2461,-0.43365
0.042745,65.572,238.49,1.9715,-0.41942
0.042746,51.356,238.72,1.6706,-0.40406
0.042747,40.089,238.91,1.3481,-0.38778
0.042748,31.948,239.06,1.0092,-0.37078
0.042749,27.06,239.18,0.65919,-0.35331
0.04275,25.502,239.27,0.30373,-0.33561
0.042751,27.298,239.31,-0.051576,-0.31792
0.042752,32.418,239.32,-0.4011,-0.30047
0.042753,40.782,239.29,-0.73929,-0.28352
0.042754,52.257,239.23,-1.0608,-0.26729
0.042755,66.66,239.13,-1.3605,-0.252
0.042756,83.765,239.01,-1.6337,-0.23786
0.042757,103.3,238.86,-1.8761,-0.22504
0.042758,124.96,238.68,-2.0838,-0.21373
0.042759,148.4,238.48,-2.2535,-0.20405
0.04276,173.25,238.27,-2.3825,-0.19613
0.042761,199.13,238.05,-2.4688,-0.19005
0.042762,225.61,237.82,-2.5111,-0.18587
0.042763,252.3,237.58,-2.5086,-0.18362
0.042764,278.75,237.35,-2.4613,-0.1833
0.042765,304.57,237.13,-2.3701,-0.18488
0.042766,329.34,236.92,-2.2363,-0.18829
0.042767,352.68,236.72,-2.0621,-0.19345
0.042768,374.21,236.55,-1.8501,-0.20023
0.042769,393.61,236.39,-1.6038,-0.20849
0.04277,410.57,236.27,-1.3269,-0.21807
0.042771,424.81,236.17,-1.0239,-0.22877
0.042772,436.13,236.11,-0.6994,-0.2404
0.042773,444.34,236.08,-0.35863,-0.25272
0.042774,449.32,236.09,-0.0068901,-0.26552
0.042775,451,236.13,0.3503,-0.27855
0.042776,449.34,236.21,0.70733,-0.29158
0.042777,444.38,236.33,1.0586,-0.30435
0.042778,436.19,236.49,1.3986,-0.31664
0.042779,424.92,236.67,1.7221,-0.32821
0.04278,410.74,236.9,2.0239,-0.33884
0.042781,393.87,237.15,2.2994,-0.34834
0.042782,374.59,237.42,2.5442,-0.35651
0.042783,353.2,237.73,2.7546,-0.3632
0.042784,330.04,238.05,2.9272,-0.36826
0.042785,305.48,238.38,3.0595,-0.37158
0.042786,279.91,238.73,3.1493,-0.37306
0.042787,253.73,239.09,3.1953,-0.37266
0.042788,227.35,239.44,3.1969,-0.37034
0.042789,201.2,239.8,3.1541,-0.36611
0.04279,175.69,240.15,3.0676,-0.35999
0.042791,151.21,240.48,2.9388,-0.35205
0.042792,128.16,240.8,2.7698,-0.34238
0.042793,106.89,241.1,2.5634,-0.33109
0.042794,87.757,241.38,2.3228,-0.31834
0.042795,71.046,241.63,2.0519,-0.30427
0.042796,57.023,241.85,1.755,-0.28909
0.042797,45.91,242.04,1.4369,-0.27299
0.042798,37.881,242.19,1.1025,-0.25619
0.042799,33.063,242.31,0.75728,-0.23893
0.0428,31.53,242.39,0.40663,-0.22143
0.042801,33.305,242.44,0.056131,-0.20394
0.042802,38.361,242.44,-0.28865,-0.1867
0.042803,46.615,242.42,-0.62225,-0.16994
0.042804,57.938,242.35,-0.93938,-0.1539
0.042805,72.15,242.26,-1.235,-0.13878
0.042806,89.025,242.13,-1.5045,-0.12479
0.042807,108.3,241.98,-1.7435,-0.11212
0.042808,129.67,241.81,-1.9484,-0.10092
0.042809,152.79,241.62,-2.1157,-0.091339
0.04281,177.3,241.41,-2.243,-0.083488
0.042811,202.82,241.19,-2.3281,-0.077454
0.042812,228.95,240.96,-2.3697,-0.073295
0.042813,255.26,240.73,-2.3672,-0.07104
0.042814,281.36,240.5,-2.3206,-0.070687
0.042815,306.82,240.28,-2.2306,-0.072205
0.042816,331.25,240.07,-2.0987,-0.075532
0.042817,354.26,239.88,-1.9268,-0.080579
0.042818,375.5,239.7,-1.7177,-0.087229
0.042819,394.62,239.55,-1.4748,-0.095341
0.04282,411.34,239.43,-1.2017,-0.10475
0.042821,425.38,239.33,-0.90284,-0.11527
0.042822,436.54,239.27,-0.58286,-0.1267
0.042823,444.64,239.24,-0.2468,-0.13882
0.042824,449.54,239.25,0.10007,-0.15141
0.042825,451.19,239.29,0.45231,-0.16422
0.042826,449.55,239.37,0.80439,-0.17703
0.042827,444.65,239.49,1.1508,-0.1896
0.042828,436.58,239.64,1.4861,-0.20168
0.042829,425.46,239.83,1.805,-0.21306
0.04283,411.47,240.04,2.1026,-0.22351
0.042831,394.84,240.29,2.3743,-0.23285
0.042832,375.82,240.56,2.6157,-0.24088
0.042833,354.73,240.86,2.8231,-0.24744
0.042834,331.9,241.18,2.9933,-0.2524
0.042835,307.69,241.51,3.1237,-0.25564
0.042836,282.47,241.85,3.2123,-0.25708
0.042837,256.66,242.2,3.2578,-0.25665
0.042838,230.66,242.55,3.2594,-0.25434
0.042839,204.88,242.9,3.2172,-0.25014
0.04284,179.73,243.24,3.1319,-0.24408
0.042841,155.6,243.57,3.005,-0.23622
0.042842,132.88,243.89,2.8384,-0.22666
0.042843,111.92,244.19,2.635,-0.2155
0.042844,93.063,244.46,2.3979,-0.2029
0.042845,76.594,244.71,2.1309,-0.189
0.042846,62.776,244.92,1.8383,-0.17401
0.042847,51.826,245.11,1.5247,-0.15811
0.042848,43.916,245.26,1.1952,-0.14152
0.042849,39.171,245.37,0.85497,-0.12447
0.04285,37.664,245.45,0.5094,-0.10719
0.042851,39.417,245.5,0.164,-0.089922
0.042852,44.403,245.51,-0.17577,-0.072896
0.042853,52.541,245.48,-0.50451,-0.056347
0.042854,63.703,245.42,-0.81702,-0.040498
0.042855,77.712,245.32,-1.1084,-0.025563
0.042856,94.345,245.2,-1.3739,-0.011742
0.042857,113.34,245.05,-1.6094,0.00078581
0.042858,134.4,244.88,-1.8112,0.011858
0.042859,157.19,244.69,-1.9761,0.021338
0.04286,181.34,244.48,-2.1015,0.029113
0.042861,206.49,244.26,-2.1853,0.035098
0.042862,232.23,244.04,-2.2263,0.039235
0.042863,258.16,243.81,-2.2238,0.041496
0.042864,283.87,243.59,-2.1779,0.041883
0.042865,308.96,243.37,-2.0892,0.040427
0.042866,333.02,243.16,-1.9591,0.037188
0.042867,355.69,242.97,-1.7898,0.032254
0.042868,376.61,242.8,-1.5838,0.02574
0.042869,395.45,242.65,-1.3444,0.017786
0.04287,411.92,242.53,-1.0753,0.0085548
0.042871,425.75,242.44,-0.78087,-0.0017724
0.042872,436.74,242.37,-0.46562,-0.012996
0.042873,444.71,242.35,-0.13452,-0.024901
0.042874,449.54,242.35,0.20721,-0.037265
0.042875,451.16,242.39,0.55423,-0.049856
0.042876,449.54,242.47,0.90108,-0.062439
0.042877,444.71,242.59,1.2423,-0.074781
0.042878,436.75,242.74,1.5726,-0.086649
0.042879,425.79,242.92,1.8868,-0.097823
0.04288,412.01,243.13,2.18,-0.10809
0.042881,395.63,243.37,2.4476,-0.11725
0.042882,376.9,243.64,2.6854,-0.12513
0.042883,356.12,243.94,2.8897,-0.13156
0.042884,333.63,244.25,3.0574,-0.13642
0.042885,309.78,244.57,3.1859,-0.13958
0.042886,284.95,244.91,3.2732,-0.14096
0.042887,259.53,245.25,3.3179,-0.14052
0.042888,233.92,245.6,3.3195,-0.13821
0.042889,208.53,245.94,3.278,-0.13404
0.04289,183.76,246.28,3.1941,-0.12804
0.042891,160,246.61,3.0691,-0.12027
0.042892,137.63,246.92,2.9052,-0.11082
0.042893,116.99,247.21,2.7048,-0.099808
0.042894,98.423,247.48,2.4714,-0.087363
0.042895,82.208,247.72,2.2085,-0.073649
0.042896,68.604,247.93,1.9204,-0.058849
0.042897,57.825,248.12,1.6117,-0.043159
0.042898,50.041,248.26,1.2872,-0.026792
0.042899,45.372,248.38,0.95226,-0.0099702
0.0429,43.891,248.46,0.61203,0.0070771
0.042901,45.622,248.5,0.27198,0.024117
0.042902,50.534,248.51,-0.062525,0.040917
0.042903,58.551,248.48,-0.38617,0.057248
0.042904,69.543,248.42,-0.69382,0.07289
0.042905,83.338,248.33,-0.98061,0.087632
0.042906,99.716,248.2,-1.242,0.10128
0.042907,118.42,248.06,-1.4739,0.11365
0.042908,139.15,247.89,-1.6725,0.12459
0.042909,161.59,247.7,-1.8348,0.13396
0.04291,185.37,247.5,-1.9582,0.14166
0.042911,210.13,247.28,-2.0407,0.14759
0.042912,235.46,247.06,-2.081,0.1517
0.042913,260.99,246.84,-2.0785,0.15397
0.042914,286.29,246.61,-2.0333,0.15439
0.042915,310.99,246.4,-1.9459,0.153
0.042916,334.67,246.2,-1.8179,0.14985
0.042917,356.99,246.01,-1.6512,0.14503
0.042918,377.58,245.84,-1.4484,0.13866
0.042919,396.12,245.69,-1.2127,0.13087
0.04292,412.32,245.57,-0.9479,0.12183
0.042921,425.93,245.48,-0.65806,0.1117
0.042922,436.74,245.42,-0.34775,0.10069
0.042923,444.58,245.39,-0.021864,0.089013
0.042924,449.33,245.4,0.31449,0.076882
0.042925,450.92,245.44,0.65603,0.064527
0.042926,449.32,245.51,0.99741,0.05218
0.042927,444.56,245.63,1.3333,0.04007
0.042928,436.73,245.77,1.6584,0.028425
0.042929,425.94,245.95,1.9676,0.017464
0.04293,412.38,246.16,2.2561,0.007395
0.042931,396.25,246.4,2.5194,-0.0015871
0.042932,377.82,246.66,2.7535,-0.0093058
0.042933,357.37,246.95,2.9546,-0.015604
0.042934,335.24,247.26,3.1196,-0.020348
0.042935,311.77,247.58,3.246,-0.023427
0.042936,287.33,247.91,3.332,-0.024758
0.042937,262.32,248.25,3.376,-0.024285
0.042938,237.13,248.59,3.3776,-0.021981
0.042939,212.15,248.93,3.3368,-0.017848
