time, v_inv, v_c, i1, i2
0.026834,341.2,260.85,8.5914,6.783
0.026835,319.62,261.03,8.7059,6.779
0.026836,297.13,261.23,8.7833,6.7766
0.026837,274.08,261.43,8.8223,6.7758
0.026838,250.82,261.64,8.8224,6.7767
0.026839,227.72,261.84,8.7834,6.7793
0.02684,205.15,262.04,8.706,6.7836
0.026841,183.47,262.22,8.5914,6.7894
0.026842,163.01,262.4,8.4413,6.7968
0.026843,144.1,262.55,8.2582,6.8056
0.026844,127.03,262.69,8.0448,6.8156
0.026845,112.09,262.8,7.8045,6.8269
0.026846,99.491,262.88,7.5411,6.8391
0.026847,89.451,262.94,7.2588,6.852
0.026848,82.123,262.96,6.9619,6.8656
0.026849,77.626,262.96,6.6552,6.8797
0.02685,76.031,262.92,6.3436,6.8938
0.026851,77.366,262.85,6.0318,6.908
0.026852,81.61,262.74,5.7249,6.922
0.026853,88.699,262.61,5.4277,6.9355
0.026854,98.522,262.44,5.145,6.9483
0.026855,110.93,262.25,4.8811,6.9604
0.026856,125.71,262.03,4.6403,6.9714
0.026857,142.66,261.78,4.4264,6.9812
0.026858,161.49,261.52,4.2428,6.9898
0.026859,181.91,261.23,4.0924,6.9969
0.02686,203.6,260.94,3.9777,7.0024
0.026861,226.22,260.63,3.9005,7.0063
0.026862,249.4,260.32,3.862,7.0085
0.026863,272.8,260,3.8629,7.0091
0.026864,296.02,259.69,3.9033,7.0079
0.026865,318.71,259.38,3.9824,7.0051
0.026866,340.51,259.09,4.0992,7.0006
0.026867,361.07,258.8,4.2518,6.9946
0.026868,380.07,258.54,4.4378,6.9872
0.026869,397.2,258.29,4.6544,6.9785
0.02687,412.19,258.07,4.8981,6.9686
0.026871,424.81,257.88,5.1651,6.9577
0.026872,434.84,257.72,5.4513,6.9461
0.026873,442.13,257.58,5.7522,6.9338
0.026874,446.57,257.48,6.063,6.9211
0.026875,448.07,257.41,6.3788,6.9082
0.026876,446.61,257.37,6.6947,6.8953
0.026877,442.21,257.37,7.0057,6.8827
0.026878,434.93,257.4,7.3069,6.8705
0.026879,424.9,257.46,7.5935,6.8589
0.02688,412.26,257.55,7.861,6.8482
0.026881,397.21,257.66,8.1052,6.8385
0.026882,379.98,257.8,8.3223,6.83
0.026883,360.85,257.96,8.5087,6.8228
0.026884,340.11,258.13,8.6615,6.8171
0.026885,318.09,258.32,8.7783,6.813
0.026886,295.13,258.53,8.8573,6.8105
0.026887,271.6,258.73,8.8971,6.8096
0.026888,247.86,258.94,8.8971,6.8105
0.026889,224.29,259.15,8.8573,6.8131
0.02689,201.26,259.35,8.7782,6.8174
0.026891,179.13,259.54,8.6612,6.8234
0.026892,158.25,259.72,8.508,6.8308
0.026893,138.95,259.87,8.321,6.8398
0.026894,121.54,260.01,8.1032,6.85
0.026895,106.29,260.12,7.858,6.8614
0.026896,93.438,260.21,7.5892,6.8738
0.026897,83.195,260.27,7.301,6.8871
0.026898,75.72,260.29,6.9981,6.9009
0.026899,71.134,260.28,6.6851,6.9151
0.0269,69.51,260.24,6.367,6.9296
0.026901,70.875,260.17,6.0488,6.944
0.026902,75.209,260.07,5.7357,6.9582
0.026903,82.445,259.93,5.4324,6.972
0.026904,92.471,259.76,5.1438,6.9851
0.026905,105.13,259.56,4.8745,6.9973
0.026906,120.22,259.33,4.6288,7.0085
0.026907,137.51,259.09,4.4105,7.0186
0.026908,156.72,258.81,4.2231,7.0272
0.026909,177.56,258.53,4.0697,7.0344
0.02691,199.69,258.22,3.9526,7.04
0.026911,222.76,257.91,3.8738,7.044
0.026912,246.42,257.59,3.8345,7.0463
0.026913,270.28,257.27,3.8354,7.0468
0.026914,293.98,256.95,3.8765,7.0456
0.026915,317.12,256.64,3.9572,7.0426
0.026916,339.36,256.33,4.0763,7.0381
0.026917,360.33,256.04,4.2319,7.0319
0.026918,379.71,255.77,4.4216,7.0243
0.026919,397.18,255.53,4.6424,7.0154
0.02692,412.47,255.3,4.891,7.0053
0.026921,425.33,255.1,5.1633,6.9942
0.026922,435.56,254.94,5.4552,6.9822
0.026923,443,254.8,5.762,6.9697
0.026924,447.51,254.69,6.079,6.9567
0.026925,449.04,254.62,6.4011,6.9435
0.026926,447.55,254.59,6.7232,6.9303
0.026927,443.06,254.58,7.0403,6.9174
0.026928,435.64,254.61,7.3475,6.9049
0.026929,425.4,254.67,7.6397,6.8931
0.02693,412.51,254.76,7.9125,6.8822
0.026931,397.15,254.87,8.1615,6.8722
0.026932,379.58,255.02,8.3828,6.8635
0.026933,360.07,255.18,8.5729,6.8562
0.026934,338.92,255.36,8.7287,6.8503
0.026935,316.46,255.55,8.8478,6.846
0.026936,293.05,255.76,8.9282,6.8434
0.026937,269.05,255.97,8.9688,6.8426
0.026938,244.84,256.18,8.9687,6.8434
0.026939,220.81,256.39,8.9281,6.8461
0.02694,197.33,256.6,8.8475,6.8504
0.026941,174.76,256.79,8.7281,6.8564
0.026942,153.48,256.97,8.5719,6.864
0.026943,133.8,257.13,8.3812,6.8731
0.026944,116.05,257.27,8.1591,6.8835
0.026945,100.5,257.38,7.909,6.8951
0.026946,87.405,257.47,7.6349,6.9077
0.026947,76.965,257.53,7.341,6.9211
0.026948,69.348,257.55,7.0321,6.9352
0.026949,64.676,257.55,6.713,6.9497
0.02695,63.024,257.51,6.3887,6.9644
0.026951,64.418,257.43,6.0643,6.979
0.026952,68.84,257.32,5.745,6.9935
0.026953,76.22,257.18,5.4358,7.0075
0.026954,86.443,257.01,5.1416,7.0208
0.026955,99.349,256.81,4.867,7.0332
0.026956,114.74,256.58,4.6165,7.0446
0.026957,132.36,256.32,4.3939,7.0548
0.026958,151.95,256.05,4.2029,7.0636
0.026959,173.19,255.75,4.0464,7.0709
0.02696,195.74,255.44,3.9271,7.0766
0.026961,219.27,255.12,3.8467,7.0806
0.026962,243.38,254.8,3.8066,7.0828
0.026963,267.7,254.47,3.8074,7.0833
0.026964,291.85,254.14,3.8493,7.082
0.026965,315.44,253.82,3.9315,7.079
0.026966,338.1,253.52,4.0528,7.0743
0.026967,359.47,253.22,4.2114,7.068
0.026968,379.22,252.95,4.4047,7.0602
0.026969,397.02,252.69,4.6297,7.0511
0.02697,412.6,252.46,4.883,7.0407
0.026971,425.7,252.26,5.1605,7.0294
0.026972,436.12,252.09,5.4579,7.0172
0.026973,443.7,251.95,5.7705,7.0043
0.026974,448.3,251.84,6.0934,6.991
0.026975,449.85,251.77,6.4216,6.9775
0.026976,448.32,251.73,6.7498,6.9641
0.026977,443.74,251.73,7.0729,6.9509
0.026978,436.18,251.76,7.3858,6.9381
0.026979,425.75,251.82,7.6836,6.926
0.02698,412.6,251.91,7.9615,6.9148
0.026981,396.96,252.03,8.2152,6.9046
0.026982,379.05,252.17,8.4406,6.8957
0.026983,359.17,252.33,8.6342,6.8881
0.026984,337.62,252.52,8.7929,6.8821
0.026985,314.74,252.71,8.9142,6.8777
0.026986,290.88,252.92,8.9962,6.875
0.026987,266.43,253.14,9.0374,6.874
0.026988,241.77,253.35,9.0374,6.8749
0.026989,217.29,253.57,8.9959,6.8775
0.02699,193.36,253.78,8.9137,6.8818
0.026991,170.38,253.97,8.7921,6.8879
0.026992,148.7,254.16,8.6329,6.8956
0.026993,128.66,254.32,8.4386,6.9047
0.026994,110.58,254.46,8.2123,6.9153
0.026995,94.743,254.58,7.9576,6.927
0.026996,81.405,254.67,7.6783,6.9398
0.026997,70.773,254.72,7.379,6.9534
0.026998,63.018,254.75,7.0643,6.9677
0.026999,58.263,254.74,6.7392,6.9824
0.027,56.583,254.7,6.4088,6.9973
0.027001,58.008,254.63,6.0784,7.0122
0.027002,62.514,254.52,5.7532,7.0269
0.027003,70.034,254.37,5.4382,7.041
0.027004,80.448,254.2,5.1385,7.0545
0.027005,93.595,253.99,4.8589,7.0672
0.027006,109.27,253.75,4.6037,7.0787
0.027007,127.22,253.49,4.377,7.089
0.027008,147.17,253.21,4.1824,7.0979
0.027009,168.8,252.91,4.023,7.1053
0.02701,191.77,252.6,3.9014,7.111
0.027011,215.73,252.27,3.8195,7.115
0.027012,240.28,251.94,3.7787,7.1173
0.027013,265.04,251.61,3.7795,7.1177
0.027014,289.63,251.27,3.8221,7.1163
0.027015,313.65,250.95,3.9058,7.1132
0.027016,336.73,250.63,4.0293,7.1084
0.027017,358.49,250.33,4.1907,7.1019
0.027018,378.59,250.05,4.3875,7.0939
0.027019,396.71,249.79,4.6166,7.0846
0.02702,412.57,249.56,4.8744,7.074
0.027021,425.91,249.35,5.1569,7.0623
0.027022,436.52,249.18,5.4596,7.0498
0.027023,444.22,249.04,5.7779,7.0367
0.027024,448.9,248.93,6.1066,7.0231
0.027025,450.48,248.85,6.4407,7.0093
0.027026,448.92,248.81,6.7748,6.9956
0.027027,444.26,248.81,7.1037,6.982
0.027028,436.55,248.84,7.4222,6.969
0.027029,425.93,248.9,7.7253,6.9566
0.02703,412.54,248.99,8.0082,6.9451
0.027031,396.61,249.11,8.2664,6.9347
0.027032,378.39,249.26,8.4958,6.9255
0.027033,358.14,249.42,8.6928,6.9178
0.027034,336.2,249.61,8.8543,6.9116
0.027035,312.91,249.81,8.9778,6.907
0.027036,288.63,250.02,9.0611,6.9042
0.027037,263.75,250.24,9.1031,6.9032
0.027038,238.65,250.46,9.103,6.904
0.027039,213.73,250.68,9.0608,6.9066
0.02704,189.38,250.89,8.9771,6.9109
0.027041,165.99,251.09,8.8533,6.917
0.027042,143.92,251.28,8.6912,6.9248
0.027043,123.53,251.44,8.4935,6.934
0.027044,105.13,251.59,8.2631,6.9447
0.027045,89.018,251.71,8.0038,6.9566
0.027046,75.447,251.8,7.7196,6.9695
0.027047,64.632,251.86,7.4149,6.9834
0.027048,56.743,251.88,7.0947,6.9978
0.027049,51.908,251.88,6.7638,7.0127
0.02705,50.202,251.83,6.4276,7.0278
0.027051,51.655,251.76,6.0914,7.0429
0.027052,56.244,251.64,5.7604,7.0578
0.027053,63.898,251.5,5.4398,7.0721
0.027054,74.499,251.32,5.1349,7.0858
0.027055,87.878,251.11,4.8503,7.0986
0.027056,103.83,250.87,4.5906,7.1103
0.027057,122.09,250.6,4.3599,7.1207
0.027058,142.39,250.32,4.1619,7.1297
0.027059,164.4,250.01,3.9998,7.1372
0.02706,187.78,249.69,3.876,7.143
0.027061,212.15,249.36,3.7926,7.147
0.027062,237.13,249.02,3.751,7.1492
0.027063,262.32,248.68,3.7519,7.1496
0.027064,287.33,248.34,3.7951,7.1482
0.027065,311.77,248.01,3.8802,7.145
0.027066,335.24,247.69,4.0058,7.14
0.027067,357.37,247.39,4.17,7.1334
0.027068,377.82,247.1,4.3701,7.1252
0.027069,396.25,246.84,4.6031,7.1156
0.02707,412.38,246.6,4.8653,7.1048
0.027071,425.94,246.39,5.1526,7.0929
0.027072,436.73,246.21,5.4605,7.0802
0.027073,444.56,246.07,5.7842,7.0668
0.027074,449.32,245.96,6.1185,7.0529
0.027075,450.92,245.88,6.4583,7.0388
0.027076,449.33,245.84,6.7981,7.0248
0.027077,444.58,245.83,7.1325,7.011
0.027078,436.74,245.86,7.4564,6.9976
0.027079,425.93,245.93,7.7646,6.985
0.02708,412.32,246.02,8.0523,6.9733
0.027081,396.12,246.14,8.3148,6.9626
0.027082,377.58,246.29,8.5481,6.9533
0.027083,356.99,246.46,8.7485,6.9453
0.027084,334.67,246.65,8.9127,6.939
0.027085,310.99,246.85,9.0381,6.9343
0.027086,286.29,247.07,9.1229,6.9314
0.027087,260.99,247.29,9.1655,6.9303
0.027088,235.46,247.51,9.1654,6.931
0.027089,210.13,247.73,9.1224,6.9336
0.02709,185.37,247.95,9.0373,6.938
0.027091,161.59,248.15,8.9114,6.9442
0.027092,139.15,248.34,8.7465,6.952
0.027093,118.42,248.51,8.5454,6.9614
0.027094,99.716,248.66,8.3112,6.9722
0.027095,83.338,248.78,8.0475,6.9843
0.027096,69.543,248.87,7.7585,6.9974
0.027097,58.551,248.93,7.4487,7.0114
0.027098,50.534,248.95,7.1231,7.026
0.027099,45.622,248.95,6.7867,7.0412
0.0271,43.891,248.9,6.4449,7.0565
0.027101,45.372,248.82,6.103,7.0718
0.027102,50.041,248.71,5.7665,7.0868
0.027103,57.825,248.56,5.4406,7.1014
0.027104,68.604,248.38,5.1306,7.1153
0.027105,82.208,248.16,4.8412,7.1283
0.027106,98.423,247.92,4.5772,7.1401
0.027107,116.99,247.65,4.3427,7.1507
0.027108,137.63,247.36,4.1414,7.1598
0.027109,160,247.05,3.9765,7.1674
0.02711,183.76,246.72,3.8507,7.1732
0.027111,208.53,246.39,3.7659,7.1773
0.027112,233.92,246.04,3.7236,7.1795
0.027113,259.53,245.7,3.7244,7.1799
0.027114,284.95,245.35,3.7683,7.1784
0.027115,309.78,245.02,3.8548,7.1751
0.027116,333.63,244.69,3.9824,7.17
0.027117,356.12,244.38,4.1491,7.1633
0.027118,376.9,244.09,4.3525,7.1549
0.027119,395.63,243.82,4.5892,7.1452
0.02712,412.01,243.58,4.8557,7.1342
0.027121,425.79,243.37,5.1476,7.1221
0.027122,436.75,243.19,5.4604,7.1091
0.027123,444.71,243.04,5.7893,7.0954
0.027124,449.54,242.92,6.129,7.0813
0.027125,451.16,242.85,6.4742,7.067
0.027126,449.54,242.81,6.8194,7.0526
0.027127,444.71,242.8,7.1592,7.0386
0.027128,436.74,242.83,7.4883,7.025
0.027129,425.75,242.89,7.8014,7.0121
0.02713,411.92,242.99,8.0936,7.0002
0.027131,395.45,243.11,8.3603,6.9894
0.027132,376.61,243.26,8.5973,6.9798
0.027133,355.69,243.43,8.8008,6.9717
0.027134,333.02,243.62,8.9676,6.9652
0.027135,308.96,243.83,9.095,6.9604
0.027136,283.87,244.05,9.1811,6.9575
0.027137,258.16,244.28,9.2243,6.9563
0.027138,232.23,244.5,9.2241,6.957
0.027139,206.49,244.73,9.1805,6.9596
0.02714,181.34,244.95,9.094,6.9641
0.027141,157.19,245.15,8.966,6.9703
0.027142,134.4,245.34,8.7985,6.9782
0.027143,113.34,245.51,8.5942,6.9877
0.027144,94.345,245.66,8.3562,6.9986
0.027145,77.712,245.78,8.0884,7.0108
0.027146,63.703,245.88,7.7948,7.0241
0.027147,52.541,245.94,7.4801,7.0383
0.027148,44.403,245.97,7.1493,7.0532
0.027149,39.417,245.96,6.8076,7.0685
0.02715,37.664,245.91,6.4604,7.0841
0.027151,39.171,245.83,6.1131,7.0996
0.027152,43.916,245.72,5.7713,7.1148
0.027153,51.826,245.56,5.4403,7.1296
0.027154,62.776,245.38,5.1254,7.1437
0.027155,76.594,245.16,4.8316,7.1568
0.027156,93.063,244.91,4.5634,7.1688
0.027157,111.92,244.64,4.3252,7.1795
0.027158,132.88,244.34,4.1208,7.1888
0.027159,155.6,244.03,3.9533,7.1964
0.02716,179.73,243.7,3.8255,7.2023
0.027161,204.88,243.35,3.7394,7.2064
0.027162,230.66,243.01,3.6963,7.2087
0.027163,256.66,242.65,3.6971,7.209
0.027164,282.47,242.3,3.7417,7.2075
0.027165,307.69,241.96,3.8294,7.2041
0.027166,331.9,241.63,3.9589,7.1989
0.027167,354.73,241.32,4.1282,7.192
0.027168,375.82,241.02,4.3346,7.1835
0.027169,394.84,240.75,4.5749,7.1736
0.02717,411.47,240.5,4.8454,7.1624
0.027171,425.46,240.28,5.1417,7.1501
0.027172,436.58,240.1,5.4593,7.1368
0.027173,444.65,239.95,5.7931,7.1229
0.027174,449.55,239.83,6.1379,7.1086
0.027175,451.19,239.76,6.4883,7.094
0.027176,449.54,239.71,6.8387,7.0794
0.027177,444.64,239.71,7.1836,7.0651
0.027178,436.54,239.74,7.5176,7.0513
0.027179,425.38,239.8,7.8354,7.0382
0.02718,411.34,239.9,8.132,7.026
0.027181,394.62,240.02,8.4026,7.015
0.027182,375.5,240.17,8.6431,7.0053
0.027183,354.26,240.35,8.8497,6.997
0.027184,331.25,240.54,9.0189,6.9904
0.027185,306.82,240.75,9.1482,6.9855
0.027186,281.36,240.97,9.2355,6.9824
0.027187,255.26,241.2,9.2794,6.9812
0.027188,228.95,241.43,9.2792,6.9819
0.027189,202.82,241.66,9.2348,6.9844
0.02719,177.3,241.88,9.147,6.9889
0.027191,152.79,242.09,9.0171,6.9952
0.027192,129.67,242.28,8.8471,7.0032
0.027193,108.3,242.46,8.6397,7.0128
0.027194,89.025,242.61,8.3982,7.0238
0.027195,72.15,242.73,8.1263,7.0361
0.027196,57.938,242.82,7.8284,7.0496
0.027197,46.615,242.88,7.5091,7.0639
0.027198,38.361,242.91,7.1734,7.079
0.027199,33.305,242.9,6.8266,7.0945
0.0272,31.53,242.86,6.4743,7.1102
0.027201,33.063,242.78,6.1219,7.1259
0.027202,37.881,242.66,5.775,7.1413
0.027203,45.91,242.5,5.4392,7.1563
0.027204,57.023,242.31,5.1197,7.1705
0.027205,71.046,242.09,4.8215,7.1838
0.027206,87.757,241.84,4.5494,7.1959
0.027207,106.89,241.57,4.3077,7.2067
0.027208,128.16,241.26,4.1003,7.2161
0.027209,151.21,240.94,3.9303,7.2238
0.02721,175.69,240.61,3.8006,7.2297
0.027211,201.2,240.26,3.7132,7.2338
0.027212,227.35,239.9,3.6696,7.2361
0.027213,253.73,239.55,3.6703,7.2364
0.027214,279.91,239.19,3.7155,7.2348
0.027215,305.48,238.85,3.8044,7.2313
0.027216,330.04,238.51,3.9358,7.226
0.027217,353.2,238.19,4.1074,7.219
0.027218,374.59,237.89,4.3168,7.2103
0.027219,393.87,237.61,4.5605,7.2002
0.02722,410.74,237.36,4.8348,7.1887
0.027221,424.92,237.14,5.1353,7.1762
0.027222,436.19,236.95,5.4573,7.1627
0.027223,444.38,236.8,5.7959,7.1486
0.027224,449.34,236.68,6.1455,7.134
0.027225,451,236.6,6.5008,7.1191
0.027226,449.32,236.56,6.8561,7.1043
0.027227,444.34,236.55,7.2059,7.0897
0.027228,436.13,236.58,7.5445,7.0756
0.027229,424.81,236.65,7.8668,7.0623
0.02723,410.57,236.74,8.1675,7.0499
0.027231,393.61,236.87,8.4419,7.0386
0.027232,374.21,237.02,8.6858,7.0287
0.027233,352.68,237.2,8.8952,7.0203
0.027234,329.34,237.4,9.0667,7.0135
0.027235,304.57,237.61,9.1978,7.0085
0.027236,278.75,237.83,9.2863,7.0053
0.027237,252.3,238.06,9.3308,7.004
0.027238,225.61,238.3,9.3305,7.0046
0.027239,199.13,238.53,9.2855,7.0072
0.02724,173.25,238.75,9.1964,7.0117
0.027241,148.4,238.96,9.0647,7.0179
0.027242,124.96,239.16,8.8923,7.026
0.027243,103.3,239.33,8.6821,7.0356
0.027244,83.765,239.49,8.4372,7.0468
0.027245,66.66,239.61,8.1616,7.0592
0.027246,52.257,239.71,7.8595,7.0728
0.027247,40.782,239.77,7.5357,7.0873
0.027248,32.418,239.79,7.1954,7.1025
0.027249,27.298,239.79,6.8439,7.1181
0.02725,25.502,239.74,6.4867,7.134
0.027251,27.06,239.66,6.1295,7.1499
0.027252,31.948,239.54,5.7779,7.1655
0.027253,40.089,239.38,5.4375,7.1805
0.027254,51.356,239.19,5.1135,7.1949
0.027255,65.572,238.96,4.8113,7.2083
0.027256,82.513,238.71,4.5355,7.2206
0.027257,101.91,238.43,4.2905,7.2315
0.027258,123.46,238.12,4.0802,7.2409
0.027259,146.83,237.8,3.908,7.2486
0.02726,171.63,237.46,3.7765,7.2546
0.027261,197.49,237.1,3.6879,7.2587
0.027262,224,236.74,3.6436,7.261
0.027263,250.72,236.38,3.6443,7.2612
0.027264,277.25,236.02,3.6901,7.2596
0.027265,303.17,235.67,3.7802,7.256
0.027266,328.05,235.33,3.9132,7.2505
0.027267,351.52,235,4.0872,7.2434
0.027268,373.19,234.7,4.2992,7.2345
0.027269,392.72,234.42,4.5462,7.2242
0.02727,409.81,234.16,4.824,7.2126
0.027271,424.17,233.94,5.1285,7.1998
0.027272,435.59,233.75,5.4548,7.1861
0.027273,443.88,233.59,5.7977,7.1718
0.027274,448.9,233.48,6.1519,7.1569
0.027275,450.58,233.39,6.5119,7.1418
0.027276,448.88,233.35,6.8718,7.1267
0.027277,443.83,233.34,7.2261,7.1119
0.027278,435.5,233.37,7.5692,7.0976
0.027279,424.03,233.44,7.8956,7.084
0.02728,409.6,233.53,8.2002,7.0714
0.027281,392.42,233.66,8.4782,7.06
0.027282,372.76,233.82,8.7252,7.0499
0.027283,350.95,233.99,8.9373,7.0413
0.027284,327.3,234.19,9.111,7.0343
0.027285,302.21,234.41,9.2438,7.0292
0.027286,276.06,234.64,9.3334,7.0259
0.027287,249.26,234.87,9.3784,7.0245
0.027288,222.23,235.1,9.3781,7.0251
0.027289,195.41,235.34,9.3325,7.0277
0.02729,169.2,235.56,9.2422,7.0322
0.027291,144.03,235.78,9.1088,7.0385
0.027292,120.29,235.98,8.9342,7.0466
0.027293,98.357,236.15,8.7212,7.0563
0.027294,78.574,236.31,8.4731,7.0675
0.027295,61.254,236.43,8.194,7.0801
0.027296,46.67,236.53,7.888,7.0938
0.027297,35.053,236.59,7.5601,7.1084
0.027298,26.587,236.62,7.2155,7.1238
0.027299,21.405,236.61,6.8595,7.1396
0.0273,19.591,236.56,6.4977,7.1556
0.027301,21.172,236.48,6.136,7.1716
0.027302,26.125,236.36,5.7799,7.1874
0.027303,34.373,236.2,5.4351,7.2026
0.027304,45.785,236,5.1071,7.2171
0.027305,60.183,235.78,4.801,7.2307
0.027306,77.339,235.52,4.5217,7.243
0.027307,96.983,235.23,4.2736,7.254
0.027308,118.81,234.92,4.0607,7.2635
0.027309,142.46,234.59,3.8863,7.2713
0.02731,167.58,234.25,3.7531,7.2774
0.027311,193.76,233.89,3.6634,7.2815
0.027312,220.59,233.53,3.6185,7.2837
0.027313,247.65,233.16,3.6192,7.284
0.027314,274.51,232.79,3.6655,7.2822
0.027315,300.74,232.44,3.7566,7.2786
0.027316,325.93,232.09,3.8913,7.2731
0.027317,349.68,231.76,4.0673,7.2658
0.027318,371.61,231.45,4.282,7.2568
0.027319,391.38,231.17,4.5319,7.2463
0.02732,408.67,230.91,4.8131,7.2345
0.027321,423.21,230.69,5.1213,7.2216
0.027322,434.76,230.49,5.4515,7.2077
0.027323,443.15,230.33,5.7986,7.1931
0.027324,448.23,230.21,6.1571,7.178
0.027325,449.92,230.13,6.5213,7.1627
0.027326,448.2,230.09,6.8856,7.1474
0.027327,443.08,230.08,7.2442,7.1324
0.027328,434.65,230.11,7.5913,7.1179
0.027329,423.04,230.17,7.9216,7.1041
0.02733,408.42,230.27,8.2299,7.0913
0.027331,391.03,230.4,8.5112,7.0797
0.027332,371.14,230.56,8.7611,7.0694
0.027333,349.06,230.74,8.9757,7.0607
0.027334,325.13,230.94,9.1515,7.0537
0.027335,299.74,231.15,9.2858,7.0484
0.027336,273.27,231.38,9.3764,7.0451
0.027337,246.15,231.62,9.4219,7.0437
0.027338,218.8,231.86,9.4216,7.0442
0.027339,191.66,232.09,9.3754,7.0468
0.02734,165.15,232.32,9.284,7.0513
0.027341,139.68,232.54,9.1489,7.0576
0.027342,115.66,232.74,8.9722,7.0658
0.027343,93.471,232.92,8.7567,7.0756
0.027344,73.458,233.07,8.5057,7.0869
0.027345,55.938,233.2,8.2232,7.0996
0.027346,41.187,233.3,7.9137,7.1134
0.027347,29.438,233.36,7.5819,7.1282
0.027348,20.877,233.39,7.2332,7.1437
0.027349,15.639,233.38,6.873,7.1597
0.02735,13.807,233.33,6.507,7.1759
0.027351,15.411,233.24,6.141,7.192
0.027352,20.425,233.12,5.7808,7.2079
0.027353,28.772,232.96,5.432,7.2233
0.027354,40.32,232.76,5.1001,7.238
0.027355,54.886,232.53,4.7905,7.2517
0.027356,72.243,232.27,4.508,7.2642
0.027357,92.115,231.98,4.257,7.2753
0.027358,114.19,231.67,4.0416,7.2848
0.027359,138.12,231.33,3.8651,7.2927
0.02736,163.52,230.98,3.7304,7.2988
0.027361,190,230.62,3.6396,7.303
0.027362,217.14,230.25,3.5941,7.3052
0.027363,244.51,229.88,3.5948,7.3054
0.027364,271.67,229.51,3.6416,7.3036
0.027365,298.19,229.15,3.7337,7.2999
0.027366,323.67,228.8,3.8699,7.2943
0.027367,347.68,228.47,4.0479,7.2869
0.027368,369.86,228.15,4.2649,7.2778
0.027369,389.85,227.87,4.5176,7.2672
0.02737,407.33,227.61,4.8019,7.2553
0.027371,422.03,227.38,5.1135,7.2421
0.027372,433.7,227.18,5.4473,7.2281
0.027373,442.18,227.02,5.7983,7.2133
0.027374,447.31,226.9,6.1607,7.198
0.027375,449.01,226.81,6.529,7.1825
0.027376,447.27,226.77,6.8973,7.167
0.027377,442.09,226.76,7.2598,7.1518
0.027378,433.56,226.79,7.6107,7.1371
0.027379,421.82,226.85,7.9447,7.1232
0.02738,407.04,226.95,8.2563,7.1102
0.027381,389.45,227.08,8.5406,7.0984
0.027382,369.34,227.24,8.7932,7.088
0.027383,347.01,227.42,9.0101,7.0791
0.027384,322.82,227.62,9.1878,7.072
0.027385,297.14,227.84,9.3235,7.0666
0.027386,270.39,228.07,9.4151,7.0632
0.027387,242.97,228.31,9.4611,7.0618
0.027388,215.33,228.55,9.4607,7.0623
0.027389,187.89,228.79,9.4139,7.0648
0.02739,161.09,229.02,9.3216,7.0693
0.027391,135.35,229.24,9.185,7.0757
0.027392,111.08,229.44,9.0064,7.0839
0.027393,88.652,229.62,8.7885,7.0938
0.027394,68.427,229.78,8.5348,7.1052
0.027395,50.722,229.91,8.2492,7.118
0.027396,35.817,230,7.9363,7.132
0.027397,23.946,230.07,7.601,7.1468
0.027398,15.298,230.09,7.2485,7.1625
0.027399,10.008,230.08,6.8845,7.1786
0.0274,8.1611,230.04,6.5146,7.1949
0.027401,9.7859,229.95,6.1447,7.2112
0.027402,14.857,229.82,5.7806,7.2272
0.027403,23.296,229.66,5.4281,7.2428
0.027404,34.969,229.46,5.0927,7.2575
0.027405,49.692,229.23,4.7798,7.2713
0.027406,67.233,228.96,4.4943,7.2839
0.027407,87.315,228.67,4.2407,7.2951
0.027408,109.62,228.35,4.0229,7.3047
0.027409,133.8,228.01,3.8446,7.3127
0.02741,159.47,227.66,3.7085,7.3188
0.027411,186.23,227.29,3.6167,7.323
0.027412,213.65,226.92,3.5707,7.3252
0.027413,241.29,226.55,3.5714,7.3254
0.027414,268.73,226.17,3.6186,7.3235
0.027415,295.53,225.81,3.7117,7.3197
0.027416,321.26,225.45,3.8492,7.314
0.027417,345.52,225.11,4.0289,7.3065
0.027418,367.92,224.8,4.2481,7.2973
0.027419,388.11,224.51,4.5034,7.2866
0.02742,405.77,224.24,4.7906,7.2744
0.027421,420.61,224.01,5.1053,7.2611
0.027422,432.4,223.81,5.4425,7.2469
0.027423,440.95,223.65,5.7969,7.2319
0.027424,446.13,223.52,6.163,7.2164
0.027425,447.85,223.44,6.535,7.2007
0.027426,446.08,223.39,6.9069,7.1851
0.027427,440.85,223.38,7.273,7.1696
0.027428,432.23,223.41,7.6275,7.1547
0.027429,420.36,223.48,7.9647,7.1406
0.02743,405.43,223.58,8.2794,7.1275
0.027431,387.67,223.71,8.5665,7.1155
0.027432,367.35,223.87,8.8216,7.1049
0.027433,344.8,224.05,9.0406,7.0959
0.027434,320.36,224.25,9.22,7.0887
0.027435,294.43,224.47,9.3571,7.0832
0.027436,267.41,224.71,9.4495,7.0797
0.027437,239.73,224.95,9.4959,7.0782
0.027438,211.81,225.19,9.4955,7.0787
0.027439,184.11,225.43,9.4483,7.0812
0.02744,157.05,225.66,9.355,7.0857
0.027441,131.06,225.88,9.217,7.0921
0.027442,106.55,226.08,9.0367,7.1003
0.027443,83.906,226.27,8.8166,7.1102
0.027444,63.487,226.42,8.5604,7.1217
0.027445,45.614,226.55,8.2721,7.1345
0.027446,30.569,226.65,7.9561,7.1486
0.027447,18.588,226.71,7.6176,7.1635
