"time","capacitor.v1","capacitor.v2","capacitor.i","inductor.i"
0.0635,6.717709205620223,-0.877952460514047,-2.177804208224773,-1.299851747710726
0.0636,6.50947638002962,-0.8646923387344447,-2.251683464378893,-1.386991125644448
0.0637,6.294819566686608,-0.8505789339106242,-2.323340660338816,-1.472761726428192
0.0638,6.073950452239193,-0.8356260526943791,-2.392704925392442,-1.557078872698063
0.0639,5.847087082120407,-0.8198485092046091,-2.459707879667537,-1.639859370462928
0.064,5.614453422411419,-0.8032619329688535,-2.524283478661937,-1.721021545693084
0.0641,5.376278885094287,-0.7858825698545846,-2.586367824702002,-1.800485254847417
0.0642,5.132798626665226,-0.7677276472026195,-2.645899755016701,-1.878172107814082
0.0643,4.884252981493653,-0.7488151143783621,-2.702820567528232,-1.954005453149869
0.0644,4.630887086570953,-0.7291635387546025,-2.757073940713691,-2.027910401959089
0.0645,4.372951088595586,-0.7087923809044305,-2.808606438193279,-2.099814057288848
0.0646,4.110699565493467,-0.6877217605179946,-2.857367229850442,-2.169645469332447
0.0647,3.844391207186939,-0.6659724015632507,-2.903308074001829,-2.237335672438578
0.0648,3.574288928396604,-0.6435658234920001,-2.946383733103448,-2.302817909611448
0.0649,3.300659289441095,-0.620524140467213,-2.986551698659806,-2.366027558192593
0.065,3.023772240160838,-0.5968700472586081,-3.023772240160848,-2.42690219290224
0.0651,2.743901127780634,-0.5726269299519462,-3.058008718561943,-2.485381788609997
0.0652,2.461322128320811,-0.5478187051842411,-3.089227323613986,-2.541408618429745
0.0653,2.176314057609814,-0.5224698331270776,-3.117397190794944,-2.594927357667866
0.0654,1.889158267366714,-0.4966053582206826,-3.142490603009759,-2.645885244789077
0.0655,1.600138098337055,-0.4702507933566062,-3.164482748739382,-2.694231955382776
0.0656,1.309538758372825,-0.4434321405508634,-3.183351904230106,-2.739919763679243
0.0657,1.017647104868416,-0.4161758802896003,-3.199079518833857,-2.782903638544256
0.0658,0.7247511300348476,-0.3885089033208171,-3.211650001683391,-2.823141098362574
0.0659,0.4311399013165215,-0.3604585134076275,-3.221050961708825,-2.860592448301197
0.066,0.1371032344805149,-0.3320523928781669,-3.227273178230015,-2.895220785351849
